menu_infiltracion_resultado1|They returned without news. They were unable to enter the settlement.{***}
mno_back_behindi|Just bad luck, I guess.{***}
menu_infiltracion_resultado2|Sir! Our men have been discovered in {s4}. Unfortunately, none have returned. They were all killed or captured.{***}
mno_muertos_infiltrado|Terrible news.{***}
menu_infiltracion_resultado3|Victory! They have managed to burn several food stores. The enemy is demoralized. Perhaps it is time to request their surrender.{***}
mno_back_to_siegei|Well, give them a barrel of mead.{***}
menu_infiltracion_resultado3_c|Victory! They killed many cattle and contaminated the water reserves. The enemy is demoralized and their lord has lost some renown. Perhaps it is time to request their surrender.{***}
mno_back_to_siegein|Well, give them a barrel of mead.{***}
menu_infiltracion_resultado4|Your men have returned. They said that some warriors are dissatisfied, and some were persuaded to switch to your side. If you agree, they will leave the city at night and join your army. Before they leave, they promise to cause unrest to facilitate the surrender of the place.{***}
mno_aceptar_si|They are welcome.{***}
mno_leave_men1|It makes me uneasy. Forget about it.{***}
menu_infiltracion_resultado4_c|Your men have returned. They said that they poisoned the water of some wells and nearby streams. This should sicken many in the garrison.{***}
mno_aceptar_oki|That's good news. It will leave fewer men to defend the wall.{***}
menu_infiltracion_resultado5|Oh, sir. The enemy has sent a bag with the heads of your men. Some of our soldiers have seen it, and fear runs through the camp.{***}
mno_infiltracion_morali|Cowards! How can a couple of heads sink the morale of an army? Are they cattle or men?{***}
menu_campos_cercanos1|{reg59?Lady:Sir}, crops and farms were burned, but since this is not the harvest season, it wasn't possible to get food.{***}
mno_back_behind_d|Well done, do not worry.{***}
menu_campos_cercanos2|{reg59?Lady:Sir}, crops and farms were burned, and as it is the harvest season, we found an abundance of food.{***}
mno_back_behind_c|Well done, food is always welcome.{***}
menu_campos_cercanos2_c|{reg59?Lady:Sir}, crops and farms were burned. The grain is still green, but edible. We found an abundance of food.{***}
mno_back_behind_cc|Well done, food always is welcome.{***}
menu_campos_cercanos3|{reg59?Lady:Ser}, we burned the fields, but as it is after the harvest time, there was no grain left. However, the farmers have left some of their cattle behind.{***}
mno_back_behind_bc|Food is always welcome.{***}
menu_campos_cercanos4|We have encountered problems. The fields were burned, but the farmers struck back with support from some members of the garrison.^^Your casualties: {s8}^^Enemy casualties: {s10}{***}
mno_back_behind_ac|Terrible news!{***}
menu_poner_escaleras|Your vanguard advances, bringing ladders, shovels and other useful siege equipment... A display of men armed with ranged weapons goes forth, attracting the enemy's missiles. Your heart races in its bony cage. Somehow, all battles seem to be the first.^The thrill, terror and sweat are there, always. Your men make a shield formation to protect themselves...^^Your casualties: {s8}^^Enemy casualties: {s10}{***}
mno_back_behind_esc1|Your men have met the enemy. It is your turn...{***}
menu_poner_escaleras_mantlets|Your vanguard advances, bringing ladders, mantlets, shovels and other useful siege equipment... A display of men armed with ranged weapons goes forth, guarded by mantlets, attracting the enemy's missiles. Your heart races in its bony cage. Somehow, all battles seem to be the first.^The thrill, terror and sweat are there, always. Your men make a shield formation to protect themselves, and using the mantlets saves still more lives. ^^Your casualties: {s8}^^Enemy casualties: {s10}{***}
mno_back_behind_esc2|Your men have met the enemy. It is your time...{***}
menu_informacion_ciudad|A scout appears before you: '{s11}^{s12}{s1}{s5}{s17}'{***}
mno_regreso_luchain|Thank you. Your information is important!{***}
menu_castle_taken_without_bloodshed|Nothing to see here.{***}
menu_castle_taken|The battle for {s60} is almost over. Your troops are eager to start plundering the {reg2?town:castle}. {s10}You may want to just fill your purse a bit and leave the plundered place for the enemy. Finally, you could also decide to devastate the place completely in order to gain as much loot as possible, enslave the inhabitants, and make it worthless for its owner.{***}
mno_saqueo_noallowed|Conquer the {reg2?town:castle}, but forbid plundering.{***}
mno_keep_plunder|Conquer and plunder the {reg2?town:castle}.{***}
mno_saqueo_normal|Plunder the {reg2?town:castle} and leave.{***}
mno_saqueo_total|Devastate the place and leave.{***}
menu_castle_taken_plunder|The {reg2?town:castle} is plundered. You have collected {reg7} stags.{***}
menu_castle_taken_native|{s3} has fallen to your troops, and you now have full control of the {reg2?town:castle}. {reg1? You may station troops here to defend it against enemies who may try to recapture it. Also, you should select now whether you will hold the {reg2?town:castle} yourself or give it to a faithful vassal...:}{***}
menu_castle_taken_keepplunder|{s3} has fallen to your troops, and you now have full control of the {reg2?town:castle}. Your troops run through the streets getting as much stuff as they can carry. The {reg2?town:castle} is plundered. You have collected {reg7} stags. {reg1? You may station troops here to defend it against enemies who may try to recapture it. Also, you should select now whether you will hold the {reg2?town:castle} yourself or give it to a faithful vassal...:}{***}
menu_castle_taken_2|{s3} has fallen to your troops, and you now have full control of the castle. It is time to send word to {s9} about your victory. {s5}{***}
mno_castle_taken_claim|Request that {s3} be awarded to you.{***}
mno_castle_taken_claim_2|Request that {s3} be awarded to your {reg59?husband:wife}.{***}
mno_castle_taken_no_claim|Ask for no rewards.{***}
menu_saqueo_loot_continue|This settlement has not recovered from being looted by you.{***}
menu_requested_castle_granted_to_another|You receive a message from your monarch, {s3}.^^ 'I was most pleased to hear of your valiant efforts in the capture of {s2}. Your victory has gladdened all our hearts. You also requested me to give you ownership of the castle, but that is a favour which I fear I cannot grant, as you already hold significant estates in my realm. Instead I have sent you {reg6} silver stags to cover the expenses of your campaign, but {s2} I give to {s5}.' {***}
mno_accept_decision|Accept the decision.{***}
mno_leave_faction|You have been wronged! Renounce your oath to your liege! {***}
menu_requested_castle_granted_to_another_female|You receive a message from your monarch, {s3}.^^ 'I was most pleased to hear of your valiant efforts in the capture of {s2}. Your victory has gladdened all our hearts. You also requested me to give ownership of the castle to your husband, but that is a favour which I fear I cannot grant, as he already holds significant estates in my realm. Instead I have sent you {reg6} silver stags to cover the expenses of your campaign, but {s2} I give to {s5}.' {***}
menu_leave_faction|Renouncing your oath is a grave act. Your lord may condemn you and confiscate your lands and holdings. However, if you return them of your own free will, he may let the betrayal go without a fight.{***}
mno_leave_faction_give_back|Renounce your oath and give up your holdings.{***}
mno_leave_faction_hold|Renounce your oath and rule your lands, including {s2}, in your own name.{***}
mno_leave_faction_cancel|Remain loyal and accept the decision.{***}
menu_give_center_to_player|Your lord offers to extend your fiefs! {s1} sends word that he is willing to grant {s2} to you in payment for your loyal service, adding it to your holdings. What is your answer?{***}
mno_give_center_to_player_accept|Accept the offer.{***}
mno_give_center_to_player_reject|Reject. You have no interest in holding {s2}.{***}
menu_give_center_to_player_2|With a brief ceremony, you are officially confirmed as the new lord of {s2}{reg3? and its bound village {s4}:}. {reg3?They:It} will make a fine part of your fiefdom. You can now claim the rents and revenues from your personal estates there, draft soldiers from the populace, and manage the lands as you see fit. However, you are also expected to defend your fief and your people from harm, as well as maintaining the rule of law and order.{***}
menu_oath_fulfilled|You had a contract with {s1} to serve him for a certain duration. Your contract has now expired. What will you do?{***}
mno_renew_oath|Renew your contract with {s1} for another month.{***}
mno_dont_renew_oath|Become free of your bond.{***}
menu_siege_started_defender|{s1} is launching an assault against the walls of {s2}. You have {reg10} troops fit for battle against the enemy's {reg11}. You decide to... {s4}{***}
mno_dplmc_negotiate_with_besieger|Negotiate with the besieger.{***}
mno_change_commander_siege_defender|Change commander(Current commander: {s7}).{***}
mno_siege_defender_deployment|Choose who will join you in battle.{***}
mno_siege_defender_plan|Plan your defence.{***}
mno_siege_defender_join_battle|Join the battle.{***}
mno_siege_defender_troops_join_battle|Order your men to join the battle without you.{***}
menu_siege_join_defense|{s4}^^Your casualties: {s8}^^Allies' casualties: {s9}^^Enemy casualties: {s10}{***}
menu_enter_your_own_castle|{s10}{***}
menu_village|{s10} {s12}^{s11}^{s6}{s7} {s15}{***}
mno_village_manage|Manage this village.{***}
mno_dplmc_village_elder_meeting|Meet the Village Elder.{***}
mno_dplmc_village_elder_meeting_denied|You have not met the village elder yet.{***}
mno_recruit_volunteers|Recruit Volunteers.{***}
mno_recruit_forzosamente|Forcible recruitment.{***}
mno_village_center|Go to the village centre.{***}
mno_village_center_door|Door to the village centre.{***}
mno_village_buy_food|Buy supplies from the peasants.{***}
mno_comprar_cattle|I want to buy some cattle.{***}
mno_village_attack_bandits|Attack the bandits.{***}
mno_village_wait|Rest here for some time.{***}
mno_village_guest_wait|The villagers invite you to rest here as their honoured guest.{***}
mno_dplmc_village_counter_insurgency|Counter the insurgency.{***}
mno_dplmc_village_negotiate|Begin negotiations.{***}
mno_collect_taxes_qst|{reg5?Continue collecting taxes:Collect taxes} due to {s1}.{***}
mno_train_peasants_against_bandits_qst|Train the peasants.{***}
mno_village_hostile_action|Take a hostile action.{***}
mno_village_perform_basic_work|Perform some very basic work for the village (be a farmer).{***}
mno_village_leave|Leave...{***}
menu_village_basic_work|{s3}{***}
menu_village_hostile_action|What action do you have in mind?{***}
mno_village_take_food|Force peasants to give you supplies.{***}
mno_village_steal_cattle|Steal cattle.{***}
mno_enslave_villagers|Enslave the villagers.{***}
mno_village_loot|Loot and burn this village.{***}
menu_recruit_volunteers|{s18}{***}
mno_continue_not_enough_gold|I don't have enough stags...{***}
mno_recruit_them|Recruit them for ({reg6} silver stags).{***}
menu_recruit_volunteers1|Your men take the villagers by force.{***}
mno_let_them_keep_it|Continue{***}
menu_recruit_volunteers2|{s18}{***}
menu_village_hunt_down_fugitive_defeated|A heavy blow from the fugitive sends you to the ground, and your vision spins and goes dark. Time passes. When you open your eyes again you find yourself battered and bloody, but luckily none of the wounds appear to be lethal.{***}
menu_village_infest_bandits_result|{s9}{***}
menu_village_infestation_removed|In a battle worthy of song, you and your men drive the bandits out of the village, making it safe once more. The villagers have little left in the way of wealth after their ordeal, but they offer you all they can find.{***}
mno_village_bandits_defeated_accept|Take it as your just due.{***}
mno_village_bandits_defeated_cont|Refuse, stating that they need these items more than you do.{***}
menu_center_manage|{s19}^{reg6?^^You are currently building {s7}. The building will be completed after {reg8} day{reg9?s:}.:}{***}
mno_center_build_manor|Build a manor.{***}
mno_center_build_fish_pond|Build a mill.{***}
mno_center_build_watch_tower|Build a watch tower.{***}
mno_center_build_school|Build a school.{***}
mno_center_build_messenger_post|Build a messenger post.{***}
mno_center_build_prisoner_tower|Build a prisoner tower.{***}
mno_center_build_sod1|Incite the people to worship the Drowned God.{***}
mno_center_build_sod2|Plant a weirwood tree.{***}
mno_center_build_sod3|Build a temple to worship R'hllor.{***}
mno_center_build_sod5|Build a Septry to worship the Seven Faced God.{***}
mno_center_build_sod10|Build a Septry to worship the Seven Faced God.{***}
mno_center_build_sod16|Incite the people to worship the Drowned God.{***}
mno_center_build_sod17|Plant a weirwood to worship the Old Gods.{***}
mno_center_build_sod18|Build a shrine to R'hllor.{***}
mno_center_build_sod41|Build a blacksmith.{***}
mno_center_build_sod42|Build a guild hall.{***}
mno_center_build_sod43|Build a library.{***}
menu_center_improve|{s19} As the party member with the highest engineer skill ({reg2}), {reg3?you reckon:{s3} reckons} that building the {s4} will cost you {reg5} silver stags and will take {reg6} days.{***}
mno_dplmc_improve_cont|Go on. (Pay from treasury){***}
mno_improve_cont|Go on.{***}
mno_improve_not_enough_gold|I don't have enough money for that.{***}
menu_town_bandits_failed|{s4} {s5}{***}
menu_town_bandits_succeeded|The bandits fall before you as grain to a scythe! Soon you stand alone in the streets while most of your attackers lie unconscious, dead or dying. Searching the bodies, you find a purse which must have belonged to a previous victim of these brutes. Or perhaps, it was given to them by someone who wanted to arrange a suitable ending to your life.{***}
menu_village_steal_cattle_confirm|As the most skilled pilferer of your company, ({reg2}), {reg3?you reckon:{s1} reckons} that you can steal as many as {reg4} heads of the village's cattle.{***}
mno_village_steal_cattle_confirm|Go on.{***}
menu_village_steal_cattle|{s1}{***}
menu_village_take_food_confirm|It will be difficult to force and threaten the peasants into giving their precious supplies. You think you will need at least one hour.{***}
mno_village_take_food_confirm|Go ahead.{***}
menu_village_take_food|The villagers grudgingly bring out what they have for you.{***}
mno_take_supplies|Take the supplies.{***}
mno_let_them_keep_it_2|Let them keep it.{***}
menu_village_start_attack|Some of the angry villagers grab their tools and prepare to resist you. It looks like you'll have a fight on your hands if you continue.{***}
mno_village_raid_attack|Charge them.{***}
mno_village_raid_leave|Leave this village alone.{***}
menu_village_raid_villagers_toslaves|Do you want to hunt the villagers down like animals and make them slaves?{***}
mno_villagers_slaves|Take all villagers prisoner!{***}
menu_village_loot_no_resist|The villagers here are few and frightened, and they quickly scatter and run before you, but your men manage to catch some of them. The village is at your mercy.{***}
mno_village_enslave|Enslave the villagers.{***}
mno_take_supplies1|Take the supplies.{***}
menu_village_loot_no_resist_population_flee|Most villagers ran away when they saw your army. The village is at your mercy.{***}
mno_village_lootflee|Plunder the village, then raze it.{***}
mno_take_supplies1flee|Take the supplies.{***}
mno_village_raid_leaveflee|Leave this village alone.{***}
menu_village_loot_complete|On your orders your troops sack the village, pillaging everything of any value, and then put the buildings to the torch. From the coins and valuables that are found, you get your share of {reg1} silver stags.{***}
menu_village_loot_defeat|Fighting with courage and determination, the villagers manage to hold together and drive off your forces.{***}
menu_village_loot_continue|Do you wish to continue looting this village?{***}
mno_yosi_yes|Yes.{***}
mno_yono_no|No.{***}
menu_close|Nothing.{***}
menu_town|{s30}{***}
mno_castle_castle|Visit the lord's hall{***}
mno_castle_castle_door|To the lord's hall.{***}
mno_join_tournament|Join the Competition{***}
mno_town_castle|Visit the lord's hall{***}
mno_town_castle_door|To the lord's hall.{***}
mno_town_center|Stroll through town{***}
mno_town_center_door|To the town.{***}
mno_town_tavern|Visit the Inn{***}
mno_town_tavern_door|To the tavern.{***}
mno_town_merchant|Speak with the merchant{***}
mno_town_merchant_door|To the merchant.{***}
mno_town_arena|Visit the arena{***}
mno_town_arena_door|To the arena.{***}
mno_town_dungeon|Never: Enter the prison{***}
mno_town_dungeon_door|To the prison.{***}
mno_castle_inspect|Tour the grounds{***}
mno_castle_inspect_door|Leave.{***}
mno_town_enterprise|Visit your {s3}{***}
mno_town_enterprise_door|To your enterprise.{***}
mno_visit_lady|Attempt to visit a lady{***}
mno_visit_lady_door|To the garden.{***}
mno_trade_with_merchants|Trade with locals{***}
mno_travel|Travel to another port{***}
mno_travel_door|Outfit your party.{***}
mno_walled_center_manage|Manage this {reg0?town:castle}{***}
mno_walled_center_move_court|Move your court here{***}
mno_castle_station_troops|Manage the garrison{***}
mno_castle_wait|Wait here for some time{***}
mno_castle_wait_door|Bed.{***}
mno_town_alley|Other activities{***}
mno_town_visit_port|See the ships{***}
mno_banquete_mead|My men deserve a feast. Buy mead and food{***}
mno_banquete_mead_door|Buy mead and food.{***}
mno_set_sail|Sail from port{***}
mno_set_sail_door|Set sail.{***}
mno_town_leave|Leave{***}
mno_town_leave_door|Leave Area.{***}
menu_cannot_enter_court|There is a feast in progress in the lord's hall, but you are not of sufficient status to be invited inside. Perhaps increasing your renown would win you admittance -- or you might also try distinguishing yourself at a tournament while the feast is in progress...{***}
menu_lady_visit|Whom do you wish to visit?{***}
mno_visit_lady_1|Visit {s12}{***}
mno_visit_lady_2|Visit {s12}{***}
mno_visit_lady_3|Visit {s12}{***}
mno_visit_lady_3_door|Door to the garden.{***}
mno_visit_lady_4|Visit {s12}{***}
mno_visit_lady_5|Visit {s12}{***}
mno_visit_lady_6|Visit {s12}{***}
mno_visit_lady_7|Visit {s12}{***}
mno_visit_lady_8|Visit {s12}{***}
menu_town_tournament_lost|You have been eliminated from the tournament.{s8}{***}
menu_town_masopciones|The town is a hive of activity. You wish to...{***}
mno_boar_king|Present the slain boar to the small council.{***}
mno_town_bank|Visit the Iron Bank.{***}
mno_town_brothel_braavos|Visit the Happy Port.{***}
mno_town_brothel_winterfell|Visit the Brothel.{***}
mno_town_brothel_kings_landing|Visit Chataya's Brothel.{***}
mno_town_brothel_stoney_sept|Visit the Peach.{***}
mno_oldtown_citadel|Visit the Citadel.{***}
mno_sept_of_baelor|Visit the Great Sept of Baelor.{***}
mno_alchemists_guild|Visit the Alchemists Guildhall.{***}
mno_town_recruit|Ask if anyone wants to join you.{***}
mno_entertaiment|Attempt a music performance or speech.{***}
mno_dplmc_guild_master_meeting|Meet the Guild Master.{***}
mno_dplmc_guild_master_meeting_denied|You have not met the Guild Master yet.{***}
menu_town_tournament_won|You have won the tournament of {s3}! You are filled with pride as the crowd cheers your name. In addition to honour, fame and glory, you earn a prize of {reg9} silver stags. {s8}{***}
menu_town_tournament_won_by_another|As the only {reg3?fighter:man} to remain undefeated this day, {s1} wins the lists and the glory of this tournament.{***}
menu_town_tournament|{s1}You are at tier {reg0} of the tournament, with {reg1} participants remaining. In the next round, there will be {reg2} teams with {reg3} {reg4?fighters:fighter} each.{***}
mno_tournament_view_participants|View participants.{***}
mno_tournament_bet|Place a bet on yourself.{***}
mno_tournament_join_next_fight|Fight in the next round.{***}
mno_tournament_opciones|Tournament Options{***}
mno_leave_tournament|Withdraw from the tournament.{***}
menu_tournament_withdraw_verify|Are you sure you want to withdraw from the tournament?{***}
mno_tournament_withdraw_yes|Yes. This is a pointless affectation.{***}
mno_tournament_withdraw_no|No, not as long as there is a chance of victory!{***}
menu_tournament_bet|The odds against you are {reg5} to {reg6}.{reg1? You have already bet {reg1} silver stags on yourself, and if you win, you will earn {reg2} silver stags.:} How much do you want to bet?{***}
mno_bet_100_denars|500 silver stags.{***}
mno_bet_50_denars|100 silver stags.{***}
mno_bet_20_denars|50 silver stags.{***}
mno_bet_10_denars|25 silver stags.{***}
mno_bet_5_denars|10 silver stags.{***}
menu_tournament_bet_confirm|If you bet {reg1} silver stags, you will earn {reg2} silver stags if you win the tournament. Is that all right?{***}
mno_tournament_bet_accept|Go ahead.{***}
mno_tournament_bet_cancel|Forget it.{***}
menu_tournament_participants|You ask one of the criers for the names of the tournament participants. They are:^{s11}{***}
menu_collect_taxes|As the party member with the highest trade skill ({reg2}), {reg3?you expect:{s1} expects} that collecting taxes from here will take {reg4} days...{***}
mno_start_collecting|Start collecting.{***}
mno_collect_later|Put it off until later.{***}
menu_collect_taxes_complete|You've collected {reg3} silver stags in taxes from {s3}. {s19} will be expecting you to take the money to him.{***}
menu_collect_taxes_rebels_killed|Your quick action and strong arm have successfully put down the revolt. Surely, anyone with a mind to rebel against you will think better of it after this.{***}
menu_collect_taxes_failed|You could collect only {reg3} silver stags as tax from {s3} before the revolt broke out. {s1} won't be happy, but some silver will placate him better than nothing at all...{***}
menu_monasterio_saqueado|The septons blood soaked ground and their bodies are fed to the crows. An easy victory, a great reward ... but you have created new enemies among the Faith.{***}
menu_collect_taxes_revolt_warning|The people of {s3} are outraged at your demands and decry it as nothing more than extortion. They're getting very restless, and they may react badly if you keep pressing them.{***}
mno_continue_collecting_taxes|Ignore them and continue.{***}
mno_halve_taxes|Agree to reduce your collection by half. ({s1} may be upset){***}
menu_collect_taxes_revolt|You are interrupted while collecting the taxes at {s3}. A large band of angry {reg9?peasants:townsmen} is marching nearer, shouting about the exorbitant taxes and waving torches and weapons. It looks like they aim to fight you!{***}
menu_train_peasants_against_bandits|As the party member with the highest training skill ({reg2}), {reg3?you expect:{s1} expects} that getting some peasants ready for practice will take {reg4} hours.{***}
mno_make_preparation|Train them.{***}
mno_train_later|Put it off until later.{***}
menu_train_peasants_against_bandits_ready|You put the peasants through the basics of soldiering, discipline and obedience. You think {reg0} of them {reg1?have:has} fully grasped the training and {reg1?are:is} ready for some practice.{***}
mno_peasant_start_practice|Start the practice fight.{***}
menu_train_peasants_against_bandits_training_result|{s0}{***}
menu_train_peasants_against_bandits_attack|As you get ready to continue the training, a sentry from the village runs up to you, shouting. The bandits have been spotted on the horizon, riding hard for {s3}. The elder begs that you organize your newly-trained militia and face them.{***}
mno_peasants_against_bandits_attack_resist|Prepare for a fight!{***}
menu_train_peasants_against_bandits_attack_result|{s9}{***}
menu_train_peasants_against_bandits_success|The bandits are broken! Those few who remain run off with their tails between their legs, terrified of the peasants and their new champion. The villagers have little left in the way of wealth after their ordeal, but they offer you all they can find to show their gratitude.{***}
menu_loot_options|The battle is over. What do you want to do with the loot?{***}
mno_loot_0|Share the loot, as is common.{***}
mno_loot_1|Take first claim on all the loot.{***}
mno_loot_2|Leave all the loot for your men.{***}
mno_loot_3|Leave the loot, but use the time to bury the dead.{***}
menu_landing_point_encounter|Do you wish to disembark?{***}
mno_disembark_no|No.{***}
menu_landet_ships_encounter|Do you wish to embark?{***}
mno_reembark_no|No.{***}
menu_ferry_encounter|The ferry captain will carry you to the other side for {reg7} stags.{***}
mno_back|Back.{***}
menu_port_encounter|You encounter the port of {s2}. {s3}{***}
mno_attack|Attack.{***}
mno_merge|Merge the fleets.{***}
menu_center_reports|Town Name: {s1}^Rent Income: {reg1} silver stags^Tariff Income: {reg2} silver stags^Food Stock: for {reg3} days{***}
mno_to_price_and_productions|Show prices and productions.{***}
menu_price_and_production|Productions are:^(Note: base/modified by raw materials/modified by materials plus prosperity)^{s1}^^Price factors are:^{s2}{***}
menu_town_trade|You head towards the marketplace.{***}
mno_assess_prices|Assess the local prices.{***}
mno_trophies|Trade your battle trophies.{***}
mno_trade_with_arms_merchant|Trade with the arms merchant.{***}
mno_trade_with_armor_merchant|Trade with the armour merchant.{***}
mno_trade_with_faction_merchant|Trade with the faction blacksmith.{***}
mno_trade_with_horse_merchant|Trade with the horse merchant.{***}
mno_trade_with_goods_merchant|Trade with the goods merchant.{***}
mno_back_to_town_menu|Head back.{***}
menu_trophy_trade|You trade your battle trophies.{***}
mno_trade_trophy_a|Trade in your battle trophy.{***}
mno_trade_trophy_b|Trade in your war trophy.{***}
mno_trade_trophy_c|Trade in your epic trophy{***}
menu_town_trade_assessment_begin|You overhear several discussions about the price of trade goods across the local area.^You listen closely, trying to work out the best deals around.{***}
menu_town_trade_assessment|As the party member with the highest trade skill ({reg2}), {reg3?you try to figure out:{s1} tries to figure out} the best goods to trade in. {s2}{***}
menu_sneak_into_town_suceeded|Disguised in the garments of a poor pilgrim, you fool the guards and make your way into the town.{***}
menu_sneak_into_town_caught|As you try to sneak in, one of the guards recognize you and raise the alarm! You must flee back through the gates before all the guards in the town come down on you!{***}
mno_sneak_caught_fight|Try to fight your way out!{***}
mno_sneak_caught_surrender|Surrender.{***}
menu_sneak_into_town_caught_dispersed_guards|You drive off the guards and cover your trail before running off, easily losing your pursuers in the maze of streets.{***}
menu_sneak_into_town_caught_ran_away|You make your way back through the gates and quickly retreat to the safety of the countryside.{s11}{***}
menu_enemy_offer_ransom_for_prisoner|{s2} offers you a sum of {reg12} silver stags if you are willing to sell them {s1} ({s3}).{***}
mno_ransom_accept|Accept the offer.{***}
mno_ransom_reject|Reject the offer.{***}
menu_training_ground|You approach a training field where you can practice your martial skills. What kind of training do you want to do?{***}
mno_camp_trainer|Speak with the trainer.{***}
mno_camp_train_melee|Sparring practice.{***}
mno_camp_train_archery|Ranged weapon practice.{***}
mno_camp_train_mounted|Horseback practice.{***}
menu_training_ground_selection_details_melee_1|How many opponents will you go against?{***}
mno_camp_train_melee_num_men_1|One.{***}
mno_camp_train_melee_num_men_2|Two.{***}
mno_camp_train_melee_num_men_3|Three.{***}
mno_camp_train_melee_num_men_4|Four.{***}
menu_training_ground_selection_details_melee_2|Choose your opponent #{reg1}:{***}
mno_training_ground_selection_details_melee_random|Choose randomly.{***}
menu_training_ground_selection_details_mounted|What kind of weapon do you want to train with?{***}
mno_camp_train_mounted_details_1|One handed weapon.{***}
mno_camp_train_mounted_details_2|Polearm.{***}
mno_camp_train_mounted_details_3|Bow.{***}
mno_camp_train_mounted_details_4|Thrown weapon.{***}
menu_training_ground_selection_details_ranged_1|What kind of ranged weapon do you want to train with?{***}
mno_camp_train_ranged_weapon_bow|Bow and arrows.{***}
mno_camp_train_ranged_weapon_crossbow|Crossbow.{***}
mno_camp_train_ranged_weapon_thrown|Throwing Knives.{***}
menu_training_ground_selection_details_ranged_2|What range do you want to practice at?{***}
mno_camp_train_ranged_details_1|10 yards.{***}
mno_camp_train_ranged_details_2|20 yards.{***}
mno_camp_train_ranged_details_3|30 yards.{***}
mno_camp_train_ranged_details_4|40 yards.{***}
mno_camp_train_ranged_details_5|50 yards.{***}
mno_camp_train_ranged_details_6|60 yards.{***}
mno_camp_train_ranged_details_7|70 yards.{***}
menu_training_ground_description|{s0}{***}
menu_training_ground_training_result|{s7}{s2}{***}
menu_marshall_selection_candidate_ask|{s15} will soon select a new marshal for the {s23}. Some of the lords have suggested your name as a likely candidate.{***}
mno_marshal_candidate_accept|Let {s15} know that you are willing to serve as marshal.{***}
mno_marshal_candidate_reject|Tell everyone that you are too busy these days.{***}
menu_captivity_avoid_wilderness|Suddenly all the world goes black around you. Many hours later you regain your conciousness and find yourself at the spot you fell. Your enemies must have taken you up for dead and left you there. However, it seems that none of your wounds were lethal, and although you feel awful, you find out that can still walk. You get up and try to look for any other survivors from your party.{***}
menu_captivity_start_wilderness|Stub{***}
menu_captivity_start_wilderness_surrender|Stub{***}
menu_captivity_start_wilderness_defeat|Your enemies take you prisoner.{***}
menu_captivity_start_castle_surrender|Stub{***}
menu_captivity_start_castle_defeat|Stub{***}
menu_captivity_start_under_siege_defeat|Your enemies take you prisoner.{***}
menu_captivity_wilderness_taken_prisoner|{s2}{***}
mno_continue1|Continue...{***}
menu_captivity_wilderness_check|stub{***}
menu_captivity_end_wilderness_escape|After painful days of being dragged about as a prisoner, you find a chance and escape from your captors!{***}
menu_captivity_castle_taken_prisoner|You are quickly surrounded by guards who take away your weapons. With curses and insults, they throw you into the dungeon where you must while away the miserable days of your captivity.{***}
menu_captivity_rescue_lord_taken_prisoner|You remain in disguise for as long as possible before revealing yourself. The guards are outraged and beat you savagely before throwing you back into the cell for God knows how long...{***}
menu_captivity_castle_check|stub{***}
menu_captivity_end_exchanged_with_prisoner|After days of imprisonment, you are finally set free when your captors exchange you with another prisoner.{***}
menu_captivity_end_propose_ransom|You spend long hours in the sunless dank of the dungeon, more than you can count. Suddenly one of your captors enters your cell with an offer; he proposes to free you in return for {reg5} silver stags of your hidden wealth. You decide to...{***}
mno_captivity_end_ransom_accept|Accept the offer.{***}
mno_captivity_end_ransom_deny|Refuse him, wait for something better.{***}
menu_captivity_castle_remain|More days pass in the darkness of your cell. You get through them as best you can, enduring the kicks and curses of the guards, watching your underfed body waste away more and more...{***}
menu_kingdom_army_quest_report_to_army|{s8} sends word that he wishes you to join {reg4?her:his} new military campaign. You need to bring at least {reg13} troops to the army, and are instructed to raise more men with all due haste if you do not have enough.{***}
menu_kingdom_army_quest_messenger|{s8} sends word that he wishes to speak with you about a task he needs performed. He requests you to come and see him as soon as possible.{***}
menu_kingdom_army_quest_join_siege_order|{s8} sends word that you are to join the siege of {s9} in preparation for a full assault. Your troops are to take {s9} at all costs.{***}
menu_kingdom_army_follow_failed|You have failed to follow {s8}. The marshal assumes that you were otherwise engaged, but would have appreciated your support.{***}
menu_invite_player_to_faction_without_center|You receive an offer of vassalage!^^ {s8} of {s9} has sent a royal herald to bring you an invitation in {reg4?her:his} own hand. You would be granted the honour of becoming a vassal {lord/lady} of {s9}, and in return {s8} asks you to swear an oath of homage to {reg4?her:him} and fight in {reg4?her:his} military campaigns, although {reg4?she:he} offers you no lands or titles. {reg4?She:He} will surely be offended if you do not take the offer...{***}
mno_faction_accept|Accept!{***}
mno_faction_reject|Decline the invitation.{***}
menu_invite_player_to_faction|You receive an offer of vassalage!^^ {s8} of {s9} has sent a royal herald to bring you an invitation in {reg4?her:him} own hand. You would be granted the honour of becoming a vassal {lord/lady} of {s9}, and in return {s8} asks you to swear an oath of homage to {reg4?her:him} and fight in {reg4?her:him} military campaigns, offering you the fief of {s2} for your loyal service. {reg4?She:He} will surely be offended if you do not take the offer...{***}
menu_invite_player_to_faction_accepted|In order to become a vassal, you must swear an oath of homage to {s3}. You shall have to find him and give him your oath in person. {s5}{***}
menu_question_peace_offer|You Receive a Peace Offer^^{s1} offers you a peace agreement. What is your answer?{***}
mno_peace_offer_accept|Accept{***}
mno_dplmc_peace_offer_terms|Dictate the peace terms{***}
