str_no_string|NO STRING!{***};;;;;;;;;
str_1_backstory_response_1|I have not sorry. Though perhaps you could find a way as a member of my company instead?{***};;;;;;;;;
str_2_backstory_response_1|I may have just the opportunity for you. How is your sword arm?{***};;;;;;;;;
str_3_backstory_response_1|I am actually looking for skilled warriors to join me are you interested?{***};;;;;;;;;
str_4_backstory_response_1|Help against fairy tails and children’s stories. Well, at least you are pretty enough to listen to.{***};;;;;;;;;
str_5_backstory_response_1|I could possibly use someone with your talents, I could also throw some stags your way for your services.{***};;;;;;;;;
str_6_backstory_response_1|Funny you should mention it, I am indeed in need of a healer.{***};;;;;;;;;
str_son_backstory_response_1|n/a{***};;;;;;;;;
str_daughter_backstory_response_1|n/a{***};;;;;;;;;
str_event_backstory_response_1|n/a{***};;;;;;;;;
str_npc1_backstory_response_2|I've no need for you.{***};;;;;;;;;
str_npc2_backstory_response_2|I know better than to deal with sellswords.{***};;;;;;;;;
str_npc3_backstory_response_2|OK sling your hook.{***};;;;;;;;;
str_npc4_backstory_response_2|I don't deal with escaped criminals.{***};;;;;;;;;
str_npc5_backstory_response_2|I need the young and the strong, not old sorry lot like you.{***};;;;;;;;;
str_npc6_backstory_response_2|Well, if you were no good for that boy King then you are certainly no good for me. Good day.{***};;;;;;;;;
str_npc7_backstory_response_2|By the Gods, you're a necromancer! Stay away from me!{***};;;;;;;;;
str_npc8_backstory_response_2|Well, good luck.{***};;;;;;;;;
str_npc9_backstory_response_2|Tell your tales to some tavern wench.{***};;;;;;;;;
str_npc10_backstory_response_2|Xhondo can keep searching. I have no need of a sailor.{***};;;;;;;;;
str_npc11_backstory_response_2|I've no need for a merchant at this time.{***};;;;;;;;;
str_npc12_backstory_response_2|If you care so much for songs, become a bard. I will look elsewhere for warriors.{***};;;;;;;;;
str_npc13_backstory_response_2|Another time, Shaggy.{***};;;;;;;;;
str_npc14_backstory_response_2|I shall tell the guardsmen about you, criminal.{***};;;;;;;;;
str_npc15_backstory_response_2|Good luck finding him.{***};;;;;;;;;
str_kurleket_backstory_response_2|n/a{***};;;;;;;;;
str_thoros_backstory_response_2|I have no need for a priest or a drunk! Goodbye.{***};;;;;;;;;
str_dacey_backstory_response_2|I have no time to look after women that may get hurt.{***};;;;;;;;;
str_wunwun_backstory_response_2|n/a{***};;;;;;;;;
str_dongo_backstory_response_2|n/a{***};;;;;;;;;
str_1_backstory_response_2|Nope, but good luck on your search.{***};;;;;;;;;
str_2_backstory_response_2|I wish you good luck.{***};;;;;;;;;
str_3_backstory_response_2|Farewell and good luck.{***};;;;;;;;;
str_4_backstory_response_2|Help against fairy tails and children’s stories. No thanks.{***};;;;;;;;;
str_5_backstory_response_2|I should probably just leave you to your business.{***};;;;;;;;;
str_6_backstory_response_2|You should go back home.{***};;;;;;;;;
str_son_backstory_response_2|n/a{***};;;;;;;;;
str_daughter_backstory_response_2|n/a{***};;;;;;;;;
str_event_backstory_response_2|n/a{***};;;;;;;;;
str_npc1_signup|{Ser/Madame} -- I will serve you with honour.{***};;;;;;;;;
str_npc2_signup|Of course I can fight, perhaps you would like a demonstration? I could rip your heart out while you stand.{***};;;;;;;;;
str_npc3_signup|So you want my help, eh?{***};;;;;;;;;
str_npc4_signup|Sure, I can fight too if needed. I wont let you down.{***};;;;;;;;;
str_npc5_signup|Excellent. Finally my search has come to an end and I can devote myself to what I'm best at - drilling troops. You won't have to look after me on the field, I will handle myself well enough since the Warrior rides with me in battles.{***};;;;;;;;;
str_npc6_signup|If you would have me join your service I would be glad to assist you while I find who it is I am looking for.{***};;;;;;;;;
str_npc7_signup|Thank you, Sire. I am able to treat any wound and cure any known poison. My knowledge of healing arts will save a lot of soldiers that follow you into battles.{***};;;;;;;;;
str_npc8_signup|Then I shall accept your offer. But, believe me, I will prove myself to be the best warrior in your ranks. {***};;;;;;;;;
str_npc9_signup|And you're right in that will o' yours! I can also find trails in different areas that would otherwise remain unseen to you and your party.{***};;;;;;;;;
str_npc10_signup|Xhondo will serve well. Xhondo knows many tongues, a little. And how to use a blade.{***};;;;;;;;;
str_npc11_signup|You'll find few merchants as skilled in the art of trade as I am. I've bought priceless works of art for pennies and sold junk for castles. I can point out the best deals, haggle down prices and help organize your finances.{***};;;;;;;;;
str_npc12_signup|I spin nothing for I am a knight, not a tailor! I assure you that when swords clash, you shall never find me in the rear. Should the day come that I lose my life in battle, my foes will be piled all around me!{***};;;;;;;;;
str_npc13_signup|Just point me at your enemies and I will cleave through them. Shagga son of Dolf never fails and never falls.{***};;;;;;;;;
str_npc14_signup|There's no finer archer than me in the Seven Kingdoms. Ensure that I am stationed on some solid ground and I'll rain down death on your enemies. I am also a skilled spotter and tracker.{***};;;;;;;;;
str_npc15_signup|You do? Well, I am very fortunate to have come across you today!{***};;;;;;;;;
str_kurleket_signup|n/a{***};;;;;;;;;
str_thoros_signup|That is now none of my concern, what with the good Eddard Stark having no head un'all.{***};;;;;;;;;
str_dacey_signup|Lucky for you I shall ignore that comment, though next time you shall not be so courteous.{***};;;;;;;;;
str_wunwun_signup|n/a{***};;;;;;;;;
str_dongo_signup|n/a{***};;;;;;;;;
str_1_signup|I would gladly serve you, if only to do a single good deed.{***};;;;;;;;;
str_2_signup|My sword arm is just fine, I am used to fighting off a Stone Crow or two taking people to the Eyrie.{***};;;;;;;;;
str_3_signup|Firstly, I should ask you not to run from a battle, win or lose, every battle offers a man a chance to win glory.{***};;;;;;;;;
str_4_signup|I did not cross the wall to tell stories. If I can’t persuade people to help, we will all be dead when winter comes.{***};;;;;;;;;
str_5_signup|I guess I could be willing to work for someone like you.{***};;;;;;;;;
str_6_signup|I would be happy to serve you.{***};;;;;;;;;
str_son_signup|n/a{***};;;;;;;;;
str_daughter_signup|n/a{***};;;;;;;;;
str_event_signup|n/a{***};;;;;;;;;
str_npc1_signup_2|Your soldiers will be all the better for me joining you, hopefully you may even live a little while longer.{***};;;;;;;;;
str_npc2_signup_2|The better you pay the better I fight.{***};;;;;;;;;
str_npc3_signup_2|Very well.{***};;;;;;;;;
str_npc4_signup_2|Though I trust you wont turn me in the first sign of trouble?{***};;;;;;;;;
str_npc5_signup_2|There are two conditions of my service, though. Do not flee from battles and do not pay off brigands to gain passage through the land. Otherwise all my work will be undone in the blink of an eye, soldiers don't serve under cravens.{***};;;;;;;;;
str_npc6_signup_2|I've heard rumours of a Targaryen girl across the narrow sea gathering an army. Maybe that's where we should be headed.{***};;;;;;;;;
str_npc7_signup_2|I want to point out though that since I will tend to your soldiers and they are an awful lot even in good mood, you should not let them starve, cut down their pay or allow them to be butchered on the field of battle.{***};;;;;;;;;
str_npc8_signup_2|I shall be pleased to fight in your shield-wall. But I warn you -- if you ask me to gather the firewood, or cook a meal, you will not like the consequences.{***};;;;;;;;;
str_npc9_signup_2|I know as well where t' look after battle's done for things o' most value. Therefore I ask that you don't leave Ol' Dick without my share of loot and a tasty chunk of meat by the fire.{***};;;;;;;;;
str_npc10_signup_2|Xhondo wants his belly full with food and drinks and his pockets ringing with coins. Or Xhondo will be much displeased.{***};;;;;;;;;
str_npc11_signup_2|It'll be good to chase after the bandits rather than run from them for once. But I am a merchant first of all and you should know that it would ruin my name were I to be associated with a band of raiders and looters.{***};;;;;;;;;
str_npc12_signup_2|No doubt some lord will seek out my service in the near future, but I hear you are bound for great perils. You shall definitely have need of my steel, and the arm that wields it! I ask only that we do not flee from the field of battle, there is no honour in that.{***};;;;;;;;;
str_npc13_signup_2|Just make sure there's always enough food and coin to supply my needs. No man can fight with a hunger in his belly and no good warrior can skip a good feast after the battle is won!{***};;;;;;;;;
str_npc14_signup_2|It feels great to take up arms again. You won't find me generous with brigands we will encounter, if you get the meaning. And keep in mind that I won't tolerate robbing peasants and burning down villages.{***};;;;;;;;;
str_npc15_signup_2|I will not let you down. I think you will find me a valuable addition to your ranks. I will serve you faithfully, my lord.{***};;;;;;;;;
str_kurleket_signup_2|n/a{***};;;;;;;;;
str_thoros_signup_2|So I guess it’s either live as an outlaw bringing justice to those who think they are above it, or joining someone such as yourself to make the world a better place.  I warn you though do not prey on the weak or defenceless and I value your men’s lives and although I may be able to resurrect some of our dead with the Last Kiss, the flames of life consume and they will never be the same.{***};;;;;;;;;
str_dacey_signup_2|Should I join you, I shall need to get some provisions and send a raven to Winterfell to tell them I may be delayed.{***};;;;;;;;;
str_wunwun_signup_2|n/a{***};;;;;;;;;
str_dongo_signup_2|n/a{***};;;;;;;;;
str_1_signup_2|I may not be able to get revenge for my family’s tenants, but if you pay me enough stags, I could ensure they can buy enough supplies to get them back on their feet.{***};;;;;;;;;
str_2_signup_2|I will need some equipment before we leave though.{***};;;;;;;;;
str_3_signup_2|Only then I will pledge you my blade.{***};;;;;;;;;
str_4_signup_2|So, are you willing to help or am I wasting my time here?{***};;;;;;;;;
str_5_signup_2|Just don’t be a pussy and run from battles, I need the fame.{***};;;;;;;;;
str_6_signup_2|But first let me tell you this, my skills are far above those of a Maester’s. Not only can I heal the wounded, I can tend to some of the most gruesome wounds and prevent scaring.{***};;;;;;;;;
str_son_signup_2|n/a{***};;;;;;;;;
str_daughter_signup_2|n/a{***};;;;;;;;;
str_event_signup_2|n/a{***};;;;;;;;;
str_npc1_signup_response_1|Well, it seems you could be useful to us.{***};;;;;;;;;
str_npc2_signup_response_1|You can prove your prowess in battle.{***};;;;;;;;;
str_npc3_signup_response_1|I.. OK.{***};;;;;;;;;
str_npc4_signup_response_1|Of course not, I'm loyal to my men and you have my word Gendry.{***};;;;;;;;;
str_npc5_signup_response_1|You have my word that my command meets your conditions.{***};;;;;;;;;
str_npc6_signup_response_1|I'm sure a man of your stature could become very useful on our travels.{***};;;;;;;;;
str_npc7_signup_response_1|I am a reasonable strategist and won't allow that to happen.{***};;;;;;;;;
str_npc8_signup_response_1|No fear, friend. You're a warrior, and you'll be treated accordingly.{***};;;;;;;;;
str_npc9_signup_response_1|Why would I deceive such an honest man?{***};;;;;;;;;
str_npc10_signup_response_1|We have plenty of food and coin for everyone. Welcome to our party.{***};;;;;;;;;
str_npc11_signup_response_1|I understand, and rest assured your worries are unfounded with me.{***};;;;;;;;;
str_npc12_signup_response_1|I never run from battles - I seek them.{***};;;;;;;;;
str_npc13_signup_response_1|There's never a shortage of food and coin in my camp. We shall feast on our victories!{***};;;;;;;;;
str_npc14_signup_response_1|I share your views. Let us clear the land from this rabble together.{***};;;;;;;;;
str_npc15_signup_response_1|Good! Get your stuff ready, and meet me outside.{***};;;;;;;;;
str_kurleket_signup_response_1|n/a{***};;;;;;;;;
str_thoros_signup_response_1|It is a reasonable request, I will try my best to honour them. Though war does make some men monsters.{***};;;;;;;;;
str_dacey_signup_response_1|Very well, I could always use a she-bear from the Bear Islands.{***};;;;;;;;;
str_wunwun_signup_response_1|n/a{***};;;;;;;;;
str_dongo_signup_response_1|n/a{***};;;;;;;;;
str_1_signup_response_1|How many stags do you require?{***};;;;;;;;;
str_2_signup_response_1|Ok but hurry along we leave soon.{***};;;;;;;;;
str_3_signup_response_1|I share your sentiments friend. I fight every battle to last of my dyeing breath.{***};;;;;;;;;
str_4_signup_response_1|OK. Perhaps we could help each other, I need a persuasive envoy.{***};;;;;;;;;
str_5_signup_response_1|I think I can honour that deal.{***};;;;;;;;;
str_6_signup_response_1|Good! Get your stuff ready, and meet me outside.{***};;;;;;;;;
str_son_signup_response_1|n/a{***};;;;;;;;;
str_daughter_signup_response_1|n/a{***};;;;;;;;;
str_event_signup_response_1|n/a{***};;;;;;;;;
str_npc1_signup_response_2|Hmm, I'm too busy for this. Good day, ser.{***};;;;;;;;;
str_npc2_signup_response_2|I'm afraid you are not who I'm looking for.{***};;;;;;;;;
str_npc3_signup_response_2|Actually no, I think you are pretty useless.{***};;;;;;;;;
str_npc4_signup_response_2|On second thoughts, maybe its not such a good idea having you hanging around with us drawing unwanted attention.{***};;;;;;;;;
str_npc5_signup_response_2|Too much fuss over some old grumbler.{***};;;;;;;;;
str_npc6_signup_response_2|Actually, I've changed my mind. Your honour stinks like shit and I don't like it.{***};;;;;;;;;
str_npc7_signup_response_2|These are my people and I do as I please with them!{***};;;;;;;;;
str_npc8_signup_response_2|Ah. Actually, maybe I don't need a woman trying to be a knight riding with me.{***};;;;;;;;;
str_npc9_signup_response_2|You would rob even the beggars, it seems. Be gone.{***};;;;;;;;;
str_npc10_signup_response_2|Another mouth! No food for Xhondo.{***};;;;;;;;;
str_npc11_signup_response_2|I do as I please, if you don't like it then stay here.{***};;;;;;;;;
str_npc12_signup_response_2|An over-weight, over-confident hedge knight will only slow me down.{***};;;;;;;;;
str_npc13_signup_response_2|You'll devour my food inventories!{***};;;;;;;;;
str_npc14_signup_response_2|I deal with low-born as I please.{***};;;;;;;;;
str_npc15_signup_response_2|On second thought, wars might be too dangerous for you. Sorry lad.{***};;;;;;;;;
str_kurleket_signup_response_2|n/a{***};;;;;;;;;
str_thoros_signup_response_2|Then you should be an outlaw.{***};;;;;;;;;
str_dacey_signup_response_2|In fact, your actually pretty scary, maybe I wont be needing you.{***};;;;;;;;;
str_wunwun_signup_response_2|n/a{***};;;;;;;;;
str_dongo_signup_response_2|n/a{***};;;;;;;;;
str_1_signup_response_2|I have no room for some goodie-two shoes.{***};;;;;;;;;
str_2_signup_response_2|On second thought, you are just a girl.{***};;;;;;;;;
str_3_signup_response_2|In fact, I have changed my mind.{***};;;;;;;;;
str_4_signup_response_2|I have no time for a delusional woman no matter how beautiful she is.{***};;;;;;;;;
str_5_signup_response_2|I wish you luck.{***};;;;;;;;;
str_6_signup_response_2|Sorry, but I am not interested.{***};;;;;;;;;
str_son_signup_response_2|n/a{***};;;;;;;;;
str_daughter_signup_response_2|n/a{***};;;;;;;;;
str_event_signup_response_2|n/a{***};;;;;;;;;
str_npc1_payment|I will be very useful to you, {ser/madame}, you can count on that. Though I will require {reg3} silver stags for my services. One must still earn a living.{***};;;;;;;;;
str_npc2_payment|Before I sign up, I will need {reg3} stags. But don't go looking for me to bend the knee and m'lord you every time you take a shit. I'm not your toady and I'm not your friend.{***};;;;;;;;;
str_npc3_payment|Though before I join you, I will need {reg3} coins, sharply.{***};;;;;;;;;
str_npc4_payment|I hope so. I do have one more favour though. I lost all my stags in the ambush and need to square up with the tavern keeper here in {s20}. Could you please lend me {reg3} silver stags?{***};;;;;;;;;
str_npc5_payment|Tremendous! One last thing. I require a sum of {reg3} stags before I join you. A proper soldier never enters someone's service without receiving enlistment payment first.{***};;;;;;;;;
str_npc6_payment|Sure, though I shall require {reg3} coins as payment.{***};;;;;;;;;
str_npc7_payment|That is reassuring. Before we venture on, however, I need to buy certain herbs and potions that by my estimate are worth {reg3} stags.{***};;;;;;;;;
str_npc8_payment|Then I will fight with you your enemies. But first I'm in need of {reg3} silver stags.{***};;;;;;;;;
str_npc9_payment|That's what I'm always sayin'! Anyway, an honest soldier such as me requires an honest payment before he starts fighting. All I ask is a humble sum of {reg3} stags.{***};;;;;;;;;
str_npc10_payment|Good. Xhondo has no money and asks for {reg3} stags. Now.{***};;;;;;;;;
str_npc11_payment|Thank you, you won't regret taking me along. However, there is the matter of the loans I took up. I acquired {reg3} stags for my last shipment. I cannot travel openly unless I repay the loans.{***};;;;;;;;;
str_npc12_payment|Truer words were never spoken! Now there's a small matter of payment left, I'll need {reg3} stags to pay local smith for the repair of my blade. I had notched it in a furious struggle with bandits in the countryside, you see. Plus a little for myself, of course.{***};;;;;;;;;
str_npc13_payment|I need {reg3} stags to pay for all the mead I've drunk and meat I've feasted on over these days.{***};;;;;;;;;
str_npc14_payment|Aye. There's just this one thing before we go on. I've spent last night with some expensive whores that seems to have left me broke. I require {reg3} stags to supply my need for fine wine and ladies.{***};;;;;;;;;
str_npc15_payment|I do however require {reg3} stags. I may have overspent a little, staying here far too long.{***};;;;;;;;;
str_kurleket_payment|n/a{***};;;;;;;;;
str_thoros_payment|That it does, hopefully we can escape the transformation that strikes down others. Before we leave though, I need you to take care of my tab, I warn you, it is a hefty one.{***};;;;;;;;;
str_dacey_payment|Very well, I shall need to see the master and I expect you will pay the {reg3} coins for his services and my stay here?{***};;;;;;;;;
str_wunwun_payment|n/a{***};;;;;;;;;
str_dongo_payment|n/a{***};;;;;;;;;
str_1_payment|{reg3} should be enough. A hefty sum I know but nothing is cheap whilst the war still rages.{***};;;;;;;;;
str_2_payment|I will need {reg3} stags. You know, for my equipment.{***};;;;;;;;;
str_3_payment|I ask you pay me {reg3} stags upfront, this will cover my living should you die while I am in your employ, I do not want to be a poor knight.{***};;;;;;;;;
str_4_payment|I can be your envoy but first you must promise to raise an army to help my people and to pay me {reg3} stags as a show of your good faith so I may purchase some weapons for my people.{***};;;;;;;;;
str_5_payment|How does {reg3} stags, and a weekly wage sound?{***};;;;;;;;;
str_6_payment| I will not come cheap though, I require 9000 stags up front and a weekly wage.{***};;;;;;;;;
str_son_payment|n/a{***};;;;;;;;;
str_daughter_payment|n/a{***};;;;;;;;;
str_event_payment|n/a{***};;;;;;;;;
str_npc1_payment_response|Very well, here's {reg3} silver stags.{***};;;;;;;;;
str_npc2_payment_response|Very well.{***};;;;;;;;;
str_npc3_payment_response|I wont ask... Here you go.{***};;;;;;;;;
str_npc4_payment_response|Take your {reg3} stags and be quick. We're marching soon.{***};;;;;;;;;
str_npc5_payment_response|No objections on this. Here's your {reg3} stags.{***};;;;;;;;;
str_npc6_payment_response|OK, ill pay them for you.{***};;;;;;;;;
str_npc7_payment_response|Of course! Here, take {reg3} stags and purchase what you need. Meet me outside afterwards.{***};;;;;;;;;
str_npc8_payment_response|Hmm OK, here's {reg3} silver stags for you.{***};;;;;;;;;
str_npc9_payment_response|Honest words from such a... seasoned soldier. Here's your {reg3} stags.{***};;;;;;;;;
str_npc10_payment_response|Fair enough. Here's {reg3} stags. Meet me outside.{***};;;;;;;;;
str_npc11_payment_response|Here is the money, {reg3} stags, see to the loans and try to come back with all your limbs.{***};;;;;;;;;
str_npc12_payment_response|The sword doesn't make the man, but take your {reg3} stags and meet me outside.{***};;;;;;;;;
str_npc13_payment_response|You certainly like to eat, Shagga. Here's {reg3} stags.{***};;;;;;;;;
str_npc14_payment_response|Here. Take {reg3} stags and make ready to leave soon.{***};;;;;;;;;
str_npc15_payment_response|Fair enough. Here's {reg3} stags, as you requested. Now get ready to move out.{***};;;;;;;;;
str_kurleket_payment_response|n/a{***};;;;;;;;;
str_thoros_payment_response|Seven hells! How much wine have you drank?! Here's your {reg3} stags.{***};;;;;;;;;
str_dacey_payment_response|Sure, here's your {reg3} stags.{***};;;;;;;;;
str_wunwun_payment_response|n/a{***};;;;;;;;;
str_dongo_payment_response|n/a{***};;;;;;;;;
str_1_payment_response|Then {reg3} stags for a knightly deed.{***};;;;;;;;;
str_2_payment_response|Yes yes, here's your {reg3} stags.{***};;;;;;;;;
str_3_payment_response|Very well Ser Shadrich, grab your gear we are leaving.{***};;;;;;;;;
str_4_payment_response|That’s a fair deal.{***};;;;;;;;;
str_5_payment_response|A fair price. Welcome aboard.{***};;;;;;;;;
str_6_payment_response|You better be worth your 9000 stags.{***};;;;;;;;;
str_son_payment_response|n/a{***};;;;;;;;;
str_daughter_payment_response|n/a{***};;;;;;;;;
str_event_payment_response|n/a{***};;;;;;;;;
str_npc1_morality_speech|It's a bit much that we {s21}. You should take a little more care in the future, if you don't mind my saying.{***};;;;;;;;;
str_npc2_morality_speech|Its not always good to {s21}. Though it does make us richer.{***};;;;;;;;;
str_npc3_morality_speech|I confess that I am somewhat shocked that we {s21}.{***};;;;;;;;;
str_npc4_morality_speech|What we did back there wasn't right, Commander. I know war isn't what the bards make of it in songs but we shouldn't just {s21}.{***};;;;;;;;;
str_npc5_morality_speech|Commander, if your preference is to {s21}, then my drilling of your soldiers is going to pot. And Mother have mercy on you when you finally decide to fight.{***};;;;;;;;;
str_npc6_morality_speech|Excuse me, {ser/madame}. As you know, I joined with you to right wrongs, restore my own honour. I did not expect to {s21}.{***};;;;;;;;;
str_npc7_morality_speech|Sire, it is utterly disappointing when you {s21}. I will not remain for long in a company with such leadership.{***};;;;;;;;;
str_npc8_morality_speech|I was not pleased that you decided to {s21}. To fall in battle is an honour, but to fight along side a coward is a disgrace.{***};;;;;;;;;
str_npc9_morality_speech|Commander, if you {s21} why are you at the head of our army? Ol' Dick has some experience in leading troops, I can do that in your stead.{***};;;;;;;;;
str_npc10_morality_speech|Captain, you {s21}. Xhondo is not pleased.{***};;;;;;;;;
str_npc11_morality_speech|I was quite clear about the conditions of my service. If you wish to {s21} to acquire your coin then you shall have to spend it without my guidance.{***};;;;;;;;;
str_npc12_morality_speech|Commander, if you oft {s21}, your men including me might start thinking that they would be better off serving another lord or even on their own.{***};;;;;;;;;
str_npc13_morality_speech|Chief, Shagga is not going to sit idly by while you {s21}. Lead us the way it should be done or stand down and let true warriors do this!{***};;;;;;;;;
str_npc14_morality_speech|Captain, what made you {s21}? It is not what I expected of you. If you think I will waylay caravans and butcher innocents you are gravely mistaken.{***};;;;;;;;;
str_npc15_morality_speech|My lord, I don't think I can watch you murder the poor innocent souls. Please reconsider next time before doing such an action.{***};;;;;;;;;
str_kurleket_morality_speech|Should we really {s21}?{***};;;;;;;;;
str_thoros_morality_speech|Look at how many men I am going to have to kiss to get things back to normal around here. I should of stayed at the tavern you found me in, at least then I could count on kissing at least one wicked woman.{***};;;;;;;;;
str_dacey_morality_speech|I would not be running from a battle if I was with King Robb Stark. Just remember, I chose you as my commander, but I can always change my mind.{***};;;;;;;;;
str_wunwun_morality_speech|Captain, what made you {s21}? It is not what I expected of you. If you think I will waylay caravans and butcher innocents you are gravely mistaken.{***};;;;;;;;;
str_dongo_morality_speech|My lord, I don't think I can watch you murder the poor innocent souls. Please reconsider next time before doing such an action.{***};;;;;;;;;
str_1_morality_speech|My Lord, I am a knight, not a cowardly butcher! Discharge me from my oath to you or quit hurting those we should defend.{***};;;;;;;;;
str_2_morality_speech|If this is how you keep your promises, then I have no hope of reaching my dream.{***};;;;;;;;;
str_3_morality_speech|Your common mouse will run from blood and battle. The mad mouse seeks them out!{***};;;;;;;;;
str_4_morality_speech|You made a promise to me as well, is this what I can expect of your promises?{***};;;;;;;;;
str_5_morality_speech|Just one word for you my lord….Pussy{***};;;;;;;;;
str_6_morality_speech|You need to find yourself a grave digger not a healer. This careless disregard for life must end if I am to stay under your command!{***};;;;;;;;;
str_son_morality_speech|{Father/Mother}. Should we really {s21}?{***};;;;;;;;;
str_daughter_morality_speech|{Father/Mother}. Should we really {s21}?{***};;;;;;;;;
str_event_morality_speech|Should we really {s21}?{***};;;;;;;;;
str_npc1_2ary_morality_speech|Next time we should not {s21}. The first sword of Braavos does not approve.{***};;;;;;;;;
str_npc2_2ary_morality_speech|Needs must. If we have to {s21} then so be it. Doing what's right will mostly always only get a man killed{***};;;;;;;;;
str_npc3_2ary_morality_speech|I think it was the correct decision you took to {s21}. There is no shame in finding a way to avoid the spilling of blood.{***};;;;;;;;;
str_npc4_2ary_morality_speech|Its not good to {s21}.{***};;;;;;;;;
str_npc5_2ary_morality_speech|Why is it you choose to {s21}.{***};;;;;;;;;
str_npc6_2ary_morality_speech|{Ser/Madame} - you may choose to {s21}, but I would prefer to have no part in it.{***};;;;;;;;;
str_npc7_2ary_morality_speech|Why is it you choose to {s21}.{***};;;;;;;;;
str_npc8_2ary_morality_speech|I think it was a brave decision you took to {s21}. There is no shame in finding a way to avoid the spilling of blood.{***};;;;;;;;;
str_npc9_2ary_morality_speech|Why is it you choose to {s21}.{***};;;;;;;;;
str_npc10_2ary_morality_speech|Why is it you choose to {s21}.{***};;;;;;;;;
str_npc11_2ary_morality_speech|Why is it you choose to {s21}.{***};;;;;;;;;
str_npc12_2ary_morality_speech|Why is it you choose to {s21}.{***};;;;;;;;;
str_npc13_2ary_morality_speech|Why is it you choose to {s21}.{***};;;;;;;;;
str_npc14_2ary_morality_speech|Why is it you choose to {s21}.{***};;;;;;;;;
str_npc15_2ary_morality_speech|Why is it you choose to {s21}.{***};;;;;;;;;
str_kurleket_2ary_morality_speech|Why is it you choose to {s21}.{***};;;;;;;;;
str_thoros_2ary_morality_speech|Justice. I remember justice. It had a pleasant taste.{***};;;;;;;;;
str_dacey_2ary_morality_speech|I would not be running from a battle if I was with King Robb Stark. Just remember, I chose you as my commander, but I can always change my mind{***};;;;;;;;;
str_wunwun_2ary_morality_speech|Why is it you choose to {s21}.{***};;;;;;;;;
str_dongo_2ary_morality_speech|Why is it you choose to {s21}.{***};;;;;;;;;
str_1_2ary_morality_speech|Why is it you choose to {s21}.{***};;;;;;;;;
str_2_2ary_morality_speech|Why is it you choose to {s21}.{***};;;;;;;;;
str_3_2ary_morality_speech|Why is it you choose to {s21}.{***};;;;;;;;;
str_4_2ary_morality_speech|Why is it you choose to {s21}.{***};;;;;;;;;
str_5_2ary_morality_speech|Why is it you choose to {s21}.{***};;;;;;;;;
str_6_2ary_morality_speech|{Ser/Madame} - you may choose to {s21}, but I would prefer to have no part in it.{***};;;;;;;;;
str_son_2ary_morality_speech|{Father/Mother}. Why is it you choose to {s21}.{***};;;;;;;;;
str_daughter_2ary_morality_speech|{Father/Mother}. Why is it you choose to {s21}.{***};;;;;;;;;
str_event_2ary_morality_speech|Why is it you choose to {s21}.{***};;;;;;;;;
str_npc1_personalityclash_speech|..{***};;;;;;;;;
str_npc2_personalityclash_speech|I have no loyalties here, the sooner people realised that the better we all will be.{***};;;;;;;;;
str_npc3_personalityclash_speech|In my opinion, {s11} is terrible.. I cant say why.. I cant say when.. But I do know you know.{***};;;;;;;;;
str_npc4_personalityclash_speech|Commander, that merchant {s11} is a weak and slippery man. Always trying to pay men to do his work for him, never able to dirty his dainty hands with anything but counting coppers.{***};;;;;;;;;
str_npc5_personalityclash_speech|Commander, I do understand that you need able soldiers but {s11} is worst of all the sellsword scum in the realm. He's a godless man without any honour or dignity.{***};;;;;;;;;
str_npc6_personalityclash_speech|{s11}'s barbaric! I can put an end to him if you will?{***};;;;;;;;;
str_npc7_personalityclash_speech|Sire, I've come to you to talk about {s11}. He considers himself a wise and learned man yet he sees my experiments of purely scientific interest a threat to himself and our company.{***};;;;;;;;;
str_npc8_personalityclash_speech|Their is something wrong with that man!{***};;;;;;;;;
str_npc9_personalityclash_speech|Commander, this old fool {s11} thinks himself so experienced a warrior and so valiant a knight yet he has refused to get down from that horse o' his and give me, a 'simple sellsword', a hand when I needed one.{***};;;;;;;;;
str_npc10_personalityclash_speech|Captain, Xhondo knows he is not local. Xhondo tries to mate with your crew but {s11} always makes mock of Xhondo.{***};;;;;;;;;
str_npc11_personalityclash_speech|Leader, I have seen a thing or two in my life and not all of them quite pleasant. But that old man calling himself a former maester known as {s11} is the most fearful creature I've laid my eyes upon.{***};;;;;;;;;
str_npc12_personalityclash_speech|Commander, {s11} has to be the most uncouth lout I have ever had the displeasure to meet! He reeks of ale and sweat so badly that it keeps me up at night.{***};;;;;;;;;
str_npc13_personalityclash_speech|Chief, I don't like {s11} at all. He does things forbidden by the Old Gods and can call down their wrath upon us.{***};;;;;;;;;
str_npc14_personalityclash_speech|Captain, {s11} is just another of those brigands of which I've seen and slain hundreds. Sometimes I think what prevents me from making a few holes in him.{***};;;;;;;;;
str_npc15_personalityclash_speech|..{***};;;;;;;;;
str_kurleket_personalityclash_speech|...{***};;;;;;;;;
str_thoros_personalityclash_speech|That jackal Qyburn served with the Brave Companions, they burned crops, maimed, tortured, raped, and murdered for nothing more that sport.{***};;;;;;;;;
str_dacey_personalityclash_speech|You would think my uncle Jeor could have at least killed this one before he got over the wall. Crastos is unworthy to serve you{***};;;;;;;;;
str_wunwun_personalityclash_speech|Wun-Wun smash!{***};;;;;;;;;
str_dongo_personalityclash_speech|Dongo don't like little human.{***};;;;;;;;;
str_1_personalityclash_speech|The only Red Chicken Knight he ever fought was in a pot.{***};;;;;;;;;
